,교과구분,개설대학,개설학과,학년,교과목 번호,강좌번호,교과목명(부제명),학점-강의-실습,수업교시-수업형태-강의실(동-호),담당교수,강의계획서,정원,수강신청인원,비고
0,교양,인문대학,미학과,1학년,C10.102,001,공연예술의 이해,3-3-0,"['화(09:30~10:45)', '이론', '8-101(무선랜제공)', '목(09:30~10:45)', '이론', '8-101(무선랜제공)']",전예완 (대표교수),Y,60 (30),57,
1,교양,인문대학,미학과,1학년,C10.102,002,공연예술의 이해,3-3-0,"['화(14:00~15:15)', '이론', '8-B101(무선랜제공)', '목(14:00~15:15)', '이론', '8-B101(무선랜제공)']",김민정 (대표교수),Y,60 (30),37,
2,교양,인문대학,미학과,1학년,C10.102,003,공연예술의 이해,3-3-0,"['월(15:30~16:45)', '이론', '7-210', '수(15:30~16:45)', '이론', '7-210']",임승태 (대표교수),Y,60 (30),35,
3,교양,인문대학,미학과,1학년,C10.102,004,공연예술의 이해,3-3-0,"['월(14:00~15:15)', '이론', '9-119(무선랜제공)', '수(14:00~15:15)', '이론', '9-119(무선랜제공)']",임승태 (대표교수),Y,60 (30),25,
4,교양,인문대학,협동과정  서양고전학전공,1학년,C10.103,001,그리스.로마신화,3-3-0,"['화(11:00~12:15)', '이론', '83-604(무선랜제공)', '목(11:00~12:15)', '이론', '83-604(무선랜제공)']",한경자 (대표교수),Y,60 (30),49,
5,교양,인문대학,협동과정  서양고전학전공,1학년,C10.103,002,그리스.로마신화,3-3-0,"['', '', '']",김헌 (대표교수),Y,300 (300),312,수강신청제한 ⓜⓞ군복무 학점인정 원격수업 / 별도 사이트에서 신청
6,교양,인문대학,협동과정  서양고전학전공,1학년,C10.104,001,그리스비극,3-3-0,"['월(09:30~10:45)', '이론', '3-102(무선랜제공)', '수(09:30~10:45)', '이론', '3-102(무선랜제공)']",장시은 (대표교수),Y,60 (30),37,
7,교양,인문대학,역사학부(서양사학전공),1학년,C10.105,001,기독교와 서양문명,3-3-0,"['화(14:00~15:15)', '이론', '7-106(무선랜제공)', '목(14:00~15:15)', '이론', '7-106(무선랜제공)']",고재백 (대표교수),Y,60 (30),64,
8,교양,인문대학,미학과,1학년,C10.106,001,대중예술의 이해,3-3-0,"['월(15:30~16:45)', '이론', '9-119(무선랜제공)', '수(15:30~16:45)', '이론', '9-119(무선랜제공)']",이다민 (대표교수),Y,60 (30),61,
9,교양,인문대학,미학과,1학년,C10.106,002,대중예술의 이해,3-3-0,"['월(14:00~15:15)', '이론', '14-B101(무선랜제공)', '수(14:00~15:15)', '이론', '14-B101(무선랜제공)']",김상민 (대표교수),Y,60 (30),47,
10,교양,인문대학,미학과,1학년,C10.106,003,대중예술의 이해,3-3-0,"['월(11:00~12:15)', '이론', '83-404(무선랜제공)', '수(11:00~12:15)', '이론', '83-404(무선랜제공)']",민현준 (대표교수),Y,60 (30),49,ⓔ
11,교양,인문대학,미학과,1학년,C10.106,004,대중예술의 이해,3-3-0,"['화(14:00~15:15)', '이론', '5-107-1(무선랜제공)', '목(14:00~15:15)', '이론', '5-107-1(무선랜제공)']",계영경 (대표교수),Y,60 (30),19,
12,교양,인문대학,노어노문학과,1학년,C10.107,001,도스토예프스키와 톨스토이,3-3-0,"['화(14:00~15:15)', '이론', '8-301(무선랜제공)', '목(14:00~15:15)', '이론', '8-301(무선랜제공)']",박종소 (대표교수),Y,60 (42),41,*(권장과목)
13,교양,인문대학,역사학부(서양사학전공),1학년,C10.108,001,도시의 문화사 ,3-3-0,"['월(17:00~18:15)', '이론', '7-101(무선랜제공)', '수(17:00~18:15)', '이론', '7-101(무선랜제공)']",박용진 (대표교수),Y,60 (30),26,
14,교양,인문대학,독어독문학과,1학년,C10.109,001,독일명작의 이해,3-3-0,"['화(11:00~12:15)', '이론', '2-408(무선랜제공)', '목(11:00~12:15)', '이론', '2-408(무선랜제공)']",최가람 (대표교수),Y,60 (30),14,
15,교양,인문대학,협동과정  비교문학전공,,C10.110,001,동서양 명작 읽기,3-3-0,"['월(11:00~12:15)', '이론', '7-203(무선랜제공)', '수(11:00~12:15)', '이론', '7-203(무선랜제공)']",서영채 (대표교수),Y,60 (18),26,
16,교양,인문대학,협동과정  비교문학전공,,C10.110,002,동서양 명작 읽기,3-3-0,"['화(12:30~13:45)', '이론', '7-203(무선랜제공)', '목(12:30~13:45)', '이론', '7-203(무선랜제공)']",이유경 (대표교수),Y,60 (18),26,
17,교양,미술대학,서양화과,1학년,C10.111,001,동시대 미술과 현장,3-3-0,"['월(09:00~10:20)', '이론', '74-201(무선랜제공)', '화(09:00~10:20)', '이론', '74-201(무선랜제공)']",박용석 (대표교수),Y,60 (30),8,미대생은 수강신청 변경기간에만 수강신청 가능
18,교양,인문대학,고고미술사학과,1학년,C10.112,001,동양미술사입문,3-3-0,"['화(14:00~15:15)', '이론', '8-101(무선랜제공)', '금(14:00~15:15)', '이론', '8-101(무선랜제공)']",김정희 (대표교수),Y,60 (30),2,
19,교양,인문대학,중어중문학과,1학년,C10.113,001,동양의 고전,3-3-0,"['', '', '']",김월회 (대표교수),Y,200 (200),70,수강신청제한 ⓜⓞ군복무 학점인정 원격수업 / 별도 사이트에서 신청
20,교양,미술대학,디자인과,1학년,C10.114,001,디자인과 생활,3-3-0,"['월(11:00~12:15)', '이론', '49-322(무선랜제공)', '수(14:00~15:15)', '이론', '49-322(무선랜제공)']",김신 (대표교수),Y,60 (30),58,®미술대학 주전공 학생 수강 불허
21,교양,인문대학,노어노문학과,1학년,C10.115,001,러시아명작의 이해,3-3-0,"['월(11:00~12:15)', '이론', '7-210', '수(11:00~12:15)', '이론', '7-210']",심지은 (대표교수),Y,60 (30),16,
22,교양,인문대학,불어불문학과,1학년,C10.118,001,문학과 공연예술,3-3-0,"['월(11:00~12:15)', '이론', '7-102(무선랜제공)', '수(11:00~12:15)', '이론', '7-102(무선랜제공)']",장영지 (대표교수),Y,60 (30),26,
23,교양,인문대학,독어독문학과,1학년,C10.119,001,문학과 사회,3-3-0,"['월(14:00~15:15)', '이론', '7-102(무선랜제공)', '수(14:00~15:15)', '이론', '7-102(무선랜제공)']",조향 (대표교수),Y,60 (42),13,*(권장과목)
24,교양,인문대학,서어서문학과,1학년,C10.120,001,문학과 영상,3-3-0,"['월(14:00~15:15)', '이론', '3-102(무선랜제공)', '수(14:00~15:15)', '이론', '3-102(무선랜제공)']",장재준 (대표교수),Y,60 (42),47,
25,교양,인문대학,영어영문학과,1학년,C10.121,001,문학과 정신분석,3-3-0,"['화(11:00~12:15)', '이론', '7-102(무선랜제공)', '목(11:00~12:15)', '이론', '7-102(무선랜제공)']",강우성 (대표교수),Y,60 (42),45,*(권장과목)
26,교양,인문대학,영어영문학과,1학년,C10.122,001,문학과 철학의 대화,3-3-0,"['화(11:00~12:15)', '이론', '7-101(무선랜제공)', '목(11:00~12:15)', '이론', '7-101(무선랜제공)']",신형철 (대표교수),Y,60 (42),57,*(권장과목)
27,교양,인문대학,영어영문학과,1학년,C10.123,001,문학으로 읽는 서양문명(글쓰기 집중 교과목),3-3-0,"['화(12:30~13:45)', '이론', '1-209(무선랜제공)', '목(12:30~13:45)', '이론', '1-209(무선랜제공)']",봉준수 (대표교수),Y,60 (42),4,*(권장과목)
28,교양,인문대학,영어영문학과,1학년,C10.124,001,미국문화와 현대사회의 이해,3-3-0,"['화(11:00~12:15)', '이론', '8-B101(무선랜제공)', '목(11:00~12:15)', '이론', '8-B101(무선랜제공)']",조경진 (대표교수),Y,60 (42),27,*(권장과목)
29,교양,인문대학,국어국문학과,1학년,C10.125,001,미디어 리터러시의 세계,3-3-0,"['화(15:30~16:45)', '이론', '3-102(무선랜제공)', '목(15:30~16:45)', '이론', '3-102(무선랜제공)']",장소원 (대표교수),Y,60 (30),34,
30,교양,인문대학,미학과,1학년,C10.126,001,미술론입문,3-3-0,"['화(17:00~18:15)', '이론', '7-218(무선랜제공)', '목(17:00~18:15)', '이론', '7-218(무선랜제공)']",조주연 (대표교수),Y,60 (30),14,
31,교양,인문대학,불어불문학과,1학년,C10.127,001,상상력과 문화,3-3-0,"['월(15:30~16:45)', '이론', '7-101(무선랜제공)', '수(15:30~16:45)', '이론', '7-101(무선랜제공)']",서지형 (대표교수),Y,60 (42),58,권장과목
32,교양,인문대학,영어영문학과,1학년,C10.128,001,서양근대문학의 이해,3-3-0,"['화(14:00~15:15)', '이론', '6-105(무선랜제공)', '목(14:00~15:15)', '이론', '6-105(무선랜제공)']",허우리 (대표교수),Y,60 (42),31,*(권장과목)
33,교양,인문대학,고고미술사학과,1학년,C10.129,001,서양미술사입문,3-3-0,"['화(09:30~10:45)', '이론', '1-103(무선랜제공)', '목(09:30~10:45)', '이론', '1-103(무선랜제공)']",윤희경 (대표교수),Y,60 (30),17,
34,교양,인문대학,고고미술사학과,1학년,C10.129,002,서양미술사입문,3-3-0,"['월(11:00~12:15)', '이론', '8-B101(무선랜제공)', '수(11:00~12:15)', '이론', '8-B101(무선랜제공)']",한유나 (대표교수),Y,60 (30),44,
35,교양,인문대학,서어서문학과,1학년,C10.133,001,스페인어권 문화의 이해,3-3-0,"['월(11:00~12:15)', '이론', '6-105(무선랜제공)', '수(11:00~12:15)', '이론', '6-105(무선랜제공)']",최사라 (대표교수),Y,60 (30),42,
36,교양,인문대학,서어서문학과,1학년,C10.133,002,스페인어권 문화의 이해,3-3-0,"['화(12:30~13:45)', '이론', '5-110', '목(12:30~13:45)', '이론', '5-110']",곽은미 (대표교수),Y,60 (30),28,
37,교양,인문대학,서어서문학과,1학년,C10.133,004,스페인어권 문화의 이해,3-3-0,"['월(15:30~16:45)', '이론', '7-218(무선랜제공)', '수(15:30~16:45)', '이론', '7-218(무선랜제공)']",김선이 (대표교수),Y,60 (30),46,
38,교양,인문대학,서어서문학과,1학년,C10.134,001,스페인어권명작의 이해,3-3-0,"['월(14:00~15:15)', '이론', '6-106(무선랜제공)', '수(14:00~15:15)', '이론', '6-106(무선랜제공)']",정동희 (대표교수),Y,60 (30),28,
39,교양,미술대학,동양화과,1학년,C10.135,001,아시아미술의 이해,3-3-0,"['월(09:30~10:45)', '이론', '83-201(무선랜제공)', '금(09:30~10:45)', '이론', '83-201(무선랜제공)']",주수완 (대표교수),Y,60 (30),9,®@미대생 수강불허
40,교양,인문대학,언어학과,1학년,C10.137,001,알타이민족의 언어,3-3-0,"['화(12:30~13:45)', '이론', '3-102(무선랜제공)', '목(12:30~13:45)', '이론', '3-102(무선랜제공)']",이선아 (대표교수),Y,60 (30),5,
41,교양,사회과학대학,인류학과,1학년,C10.138,001,언어와 사회,3-3-0,"['화(11:00~12:15)', '이론', '83-501(무선랜제공)', '목(11:00~12:15)', '이론', '83-501(무선랜제공)']",조숙정 (대표교수),Y,60 (42),8,
42,교양,인문대학,독어독문학과,1학년,C10.139,001,여성과 문학,3-3-0,"['월(11:00~12:15)', '이론', '14-207(무선랜제공)', '수(11:00~12:15)', '이론', '14-207(무선랜제공)']",정항균 (대표교수),Y,60 (42),13,*(권장과목)
43,교양,인문대학,영어영문학과,1학년,C10.140,001,영미 대중소설의 이해,3-3-0,"['월(12:30~13:45)', '이론', '6-105(무선랜제공)', '수(12:30~13:45)', '이론', '6-105(무선랜제공)']",최석영 (대표교수),Y,60 (30),11,
44,교양,인문대학,영어영문학과,1학년,C10.140,002,영미 대중소설의 이해,3-3-0,"['월(14:00~15:15)', '이론', '1-203(무선랜제공)', '수(14:00~15:15)', '이론', '1-203(무선랜제공)']",임지원 (대표교수),Y,60 (30),37,
45,교양,인문대학,영어영문학과,1학년,C10.141,001,영미 문화의 이해,3-3-0,"['월(14:00~15:15)', '이론', '7-202(무선랜제공)', '수(14:00~15:15)', '이론', '7-202(무선랜제공)']",권하림 (대표교수),Y,60 (30),36,ⓔ
46,교양,인문대학,영어영문학과,1학년,C10.141,002,영미 문화의 이해,3-3-0,"['화(15:30~16:45)', '이론', '1-103(무선랜제공)', '목(15:30~16:45)', '이론', '1-103(무선랜제공)']",오한솔 (대표교수),Y,60 (30),8,
47,교양,인문대학,미학과,1학년,C10.142,001,영상예술의 이해,3-3-0,"['화(14:00~15:15)', '이론', '9-119(무선랜제공)', '목(14:00~15:15)', '이론', '9-119(무선랜제공)']",여금미 (대표교수),Y,60 (30),41,
48,교양,인문대학,미학과,1학년,C10.142,002,영상예술의 이해,3-3-0,"['월(14:00~15:15)', '이론', '83-204(무선랜제공)', '수(14:00~15:15)', '이론', '83-204(무선랜제공)']",민현준 (대표교수),Y,60 (30),52,ⓔ
49,교양,인문대학,미학과,1학년,C10.142,003,영상예술의 이해,3-3-0,"['월(11:00~12:15)', '이론', '7-106(무선랜제공)', '수(11:00~12:15)', '이론', '7-106(무선랜제공)']",이은아 (대표교수),Y,60 (30),53,
50,교양,인문대학,미학과,1학년,C10.142,004,영상예술의 이해,3-3-0,"['월(12:30~13:45)', '이론', '8-301(무선랜제공)', '수(12:30~13:45)', '이론', '8-301(무선랜제공)']",박제철 (대표교수),Y,60 (30),59,
51,교양,인문대학,영어영문학과,1학년,C10.143,001,영시의 이해,3-3-0,"['월(15:30~16:45)', '이론', '1-203(무선랜제공)', '수(15:30~16:45)', '이론', '1-203(무선랜제공)']",오예슬 (대표교수),Y,60 (30),7,
52,교양,인문대학,미학과,1학년,C10.144,001,예술과 과학,3-3-0,"['월(15:30~16:45)', '이론', '8-B101(무선랜제공)', '수(15:30~16:45)', '이론', '8-B101(무선랜제공)']",김영 (대표교수),Y,60 (30),56,
53,교양,인문대학,미학과,1학년,C10.144,002,예술과 과학,3-3-0,"['화(11:00~12:15)', '이론', '43-1-401(무선랜제공)', '목(11:00~12:15)', '이론', '43-1-401(무선랜제공)']",엄정아 (대표교수),Y,60 (30),42,ⓔ
54,교양,인문대학,미학과,1학년,C10.145,001,예술과 사회,3-3-0,"['화(11:00~12:15)', '이론', '9-119(무선랜제공)', '목(11:00~12:15)', '이론', '9-119(무선랜제공)']",양효실 (대표교수),Y,60 (30),13,
55,교양,음악대학,음악학과,1학년,C10.146,001,음악과 사회,3-3-0,"['월(12:30~13:45)', '이론', '83-204(무선랜제공)', '수(12:30~13:45)', '이론', '83-204(무선랜제공)']",최보미 (대표교수),Y,60 (42),36,
56,교양,음악대학,음악학과,1학년,C10.146,002,음악과 사회,3-3-0,"['월(16:00~17:15)', '이론', '220-203(무선랜제공)', '수(16:00~17:15)', '이론', '220-203(무선랜제공)']",이서현 (대표교수),Y,60 (42),43,
57,교양,음악대학,음악학과,1학년,C10.146,003,음악과 사회,3-3-0,"['수(11:00~12:15)', '이론', '220-203(무선랜제공)', '금(11:00~12:15)', '이론', '220-203(무선랜제공)']",정이은 (대표교수),Y,60 (42),44,
58,교양,인문대학,미학과,1학년,C10.147,001,음악론입문,3-3-0,"['화(11:00~12:15)', '이론', '8-101(무선랜제공)', '목(11:00~12:15)', '이론', '8-101(무선랜제공)']",이혜진 (대표교수),Y,60 (30),25,
59,교양,인문대학,언어학과,1학년,C10.148,001,이중언어사용,3-3-0,"['화(15:30~16:45)', '이론', '7-102(무선랜제공)', '목(15:30~16:45)', '이론', '7-102(무선랜제공)']",양수경 (대표교수),Y,60 (30),47,
60,교양,인문대학,아시아언어문명학부,1학년,C10.150,001,인도의 전통과 현대,3-3-0,"['목(11:00~12:15)', '이론', '5-107-1(무선랜제공)', '금(11:00~12:15)', '이론', '5-107-1(무선랜제공)']",Jean-Thomas Martelli (대표교수),Y,60 (30),8,ⓔ
61,교양,사회과학대학,인류학과,1학년,C10.151,001,전통과 일상의 한국문화,3-3-0,"['화(14:00~15:15)', '이론', '83-201(무선랜제공)', '목(14:00~15:15)', '이론', '83-201(무선랜제공)']",이수유 (대표교수),Y,60 (42),12,
62,교양,인문대학,종교학과,1학년,C10.152,001,종교와 예술,3-3-0,"['수(14:00~15:15)', '이론', '5-116', '금(14:00~15:15)', '이론', '5-116']",최화선 (대표교수),Y,60 (30),10,
63,교양,인문대학,중어중문학과,1학년,C10.153,001,중국어권의 사회와 문화,3-3-0,"['화(11:00~12:15)', '이론', '8-301(무선랜제공)', '목(11:00~12:15)', '이론', '8-301(무선랜제공)']",문수정 (대표교수),Y,60 (30),55,
64,교양,인문대학,중어중문학과,1학년,C10.153,002,중국어권의 사회와 문화,3-3-0,"['월(14:00~15:15)', '이론', '7-101(무선랜제공)', '수(14:00~15:15)', '이론', '7-101(무선랜제공)']",김진공 (대표교수),Y,60 (30),58,
65,교양,인문대학,중어중문학과,1학년,C10.154,001,중국인의 언어와 문화,3-3-0,"['월(11:00~12:15)', '이론', '3-102(무선랜제공)', '수(11:00~12:15)', '이론', '3-102(무선랜제공)']",신미경 (대표교수),Y,60 (30),42,중국어 학습 여부나 수준에 관계 없이 수강가능
66,교양,인문대학,국어국문학과,1학년,C10.155,001,창작의 세계,3-3-0,"['화(14:00~15:15)', '이론', '1-103(무선랜제공)', '목(14:00~15:15)', '이론', '1-103(무선랜제공)']",김향라 (대표교수),Y,60 (30),44,
67,교양,인문대학,불어불문학과,1학년,C10.156,001,프랑스명작의 이해,3-3-0,"['월(14:00~15:15)', '이론', '5-211(무선랜제공)', '수(14:00~15:15)', '이론', '5-211(무선랜제공)']",유호식 (대표교수),Y,60 (30),13,
68,교양,인문대학,불어불문학과,1학년,C10.157,001,프랑스어권 문화의 이해,3-3-0,"['화(11:00~12:15)', '이론', '7-201(무선랜제공)', '목(11:00~12:15)', '이론', '7-201(무선랜제공)']",김혜중 (대표교수),Y,60 (30),4,
69,교양,인문대학,불어불문학과,1학년,C10.157,002,프랑스어권 문화의 이해,3-3-0,"['화(15:30~16:45)', '이론', '7-218(무선랜제공)', '목(15:30~16:45)', '이론', '7-218(무선랜제공)']",권수경 (대표교수),Y,60 (30),7,
70,교양,인문대학,불어불문학과,1학년,C10.157,003,프랑스어권 문화의 이해,3-3-0,"['화(14:00~15:15)', '이론', '12-502(무선랜제공)', '목(14:00~15:15)', '이론', '12-502(무선랜제공)']",허지영 (대표교수),Y,60 (30),39,
71,교양,인문대학,불어불문학과,1학년,C10.157,004,프랑스어권 문화의 이해,3-3-0,"['월(11:00~12:15)', '이론', '8-302(무선랜제공)', '수(11:00~12:15)', '이론', '8-302(무선랜제공)']",홍인혜 (대표교수),Y,60 (30),9,
72,교양,인문대학,국어국문학과,1학년,C10.158,001,한국 문학의 깊이와 상상력,3-3-0,"['화(12:30~13:45)', '이론', '7-202(무선랜제공)', '목(12:30~13:45)', '이론', '7-202(무선랜제공)']",김영연 (대표교수),Y,60 (30),11,
73,교양,인문대학,국어국문학과,1학년,C10.159,001,한국문학과 문화예술,3-3-0,"['화(15:30~16:45)', '이론', '5-211(무선랜제공)', '목(15:30~16:45)', '이론', '5-211(무선랜제공)']",채송화 (대표교수),Y,60 (30),3,
74,교양,인문대학,국어국문학과,1학년,C10.160,001,한국문학과 세계문학,3-3-0,"['월(11:00~12:15)', '이론', '9-119(무선랜제공)', '수(11:00~12:15)', '이론', '9-119(무선랜제공)']",최희진 (대표교수),Y,60 (30),56,
75,교양,인문대학,국어국문학과,1학년,C10.161,001,한국문학과 여행,3-3-0,"['월(09:30~10:45)', '이론', '5-211(무선랜제공)', '수(09:30~10:45)', '이론', '5-211(무선랜제공)']",이민주 (대표교수),Y,60 (30),11,
76,교양,인문대학,국어국문학과,1학년,C10.163,001,한국어 어휘와 표현,3-3-0,"['월(12:30~13:45)', '이론', '6-106(무선랜제공)', '수(12:30~13:45)', '이론', '6-106(무선랜제공)']",최종원 (대표교수),Y,60 (30),23,
77,교양,인문대학,국어국문학과,1학년,C10.164,001,한국의 신화,3-3-0,"['월(14:00~15:15)', '이론', '1-103(무선랜제공)', '수(14:00~15:15)', '이론', '1-103(무선랜제공)']",조현설 (대표교수),Y,60 (30),46,
78,교양,인문대학,국어국문학과,1학년,C10.165,001,한국의 한자와 한자어,3-3-0,"['화(09:30~10:45)', '이론', '8-301(무선랜제공)', '목(09:30~10:45)', '이론', '8-301(무선랜제공)']",김영연 (대표교수),Y,60 (30),18,
79,교양,인문대학,국어국문학과,1학년,C10.166,001,한국인의 언어와 문화,3-3-0,"['화(11:00~12:15)', '이론', '1-103(무선랜제공)', '목(11:00~12:15)', '이론', '1-103(무선랜제공)']",정승철 (대표교수),Y,60 (42),15,
80,교양,인문대학,국어국문학과,1학년,C10.167,001,한국현대시 읽기,3-3-0,"['화(11:00~12:15)', '이론', '3-102(무선랜제공)', '목(11:00~12:15)', '이론', '3-102(무선랜제공)']",김유중 (대표교수),Y,60 (30),38,
81,교양,인문대학,국어국문학과,1학년,C10.168,001,한글맞춤법의 이론과 실제,3-3-0,"['월(12:30~13:45)', '이론', '1-103(무선랜제공)', '수(12:30~13:45)', '이론', '1-103(무선랜제공)']",이순욱 (대표교수),Y,60 (30),49,
82,교양,인문대학,국어국문학과,1학년,C10.168,002,한글맞춤법의 이론과 실제,3-3-0,"['화(12:30~13:45)', '이론', '1-103(무선랜제공)', '목(12:30~13:45)', '이론', '1-103(무선랜제공)']",김영규 (대표교수),Y,60 (30),65,
83,교양,인문대학,중어중문학과,1학년,C10.169,001,한자와 동양문화,3-3-0,"['화(11:00~12:15)', '이론', '1-102(무선랜제공)', '목(11:00~12:15)', '이론', '1-102(무선랜제공)']",이강재 (대표교수),Y,60 (42),15,* (권장과목)
84,교양,인문대학,종교학과,1학년,C10.171,001,현대종교와 문화,3-3-0,"['월(12:30~13:45)', '이론', '5-110', '수(12:30~13:45)', '이론', '5-110']",최연정 (대표교수),Y,60 (42),23,*권장과목
85,교양,인문대학,고고미술사학과,1학년,C20.101,001,고고학개론,3-3-0,"['월(14:00~15:15)', '이론', '83-402(무선랜제공)', '수(14:00~15:15)', '이론', '83-402(무선랜제공)']",이희경 (대표교수),Y,60 (30),52,
86,교양,인문대학,역사학부(한국사학전공),1학년,C20.102,001,규장각과 한국문화,3-3-0,"['화(15:30~16:45)', '이론', '43-1-301(무선랜제공)', '목(15:30~16:45)', '이론', '43-1-301(무선랜제공)']",허서연 (대표교수),Y,60 (42),48,*권장과목
87,교양,인문대학,역사학부(한국사학전공),1학년,C20.102,002,규장각과 한국문화,3-3-0,"['월(12:30~13:45)', '이론', '6-103(무선랜제공)', '수(12:30~13:45)', '이론', '6-103(무선랜제공)']",강나은 (대표교수),Y,60 (42),46,*권장과목
88,교양,인문대학,역사학부(한국사학전공),1학년,C20.103,001,근·현대 한국민족주의,3-3-0,"['화(12:30~13:45)', '이론', '14-203(무선랜제공)', '목(12:30~13:45)', '이론', '14-203(무선랜제공)']",조은진 (대표교수),Y,60 (42),47,*권장과목
89,교양,인문대학,역사학부(한국사학전공),1학년,C20.104,001,근대 한국의 역사와 문화,3-3-0,"['화(09:30~10:45)', '이론', '83-204(무선랜제공)', '목(09:30~10:45)', '이론', '83-204(무선랜제공)']",김진규 (대표교수),Y,60 (30),43,
90,교양,인문대학,역사학부(한국사학전공),1학년,C20.104,002,근대 한국의 역사와 문화,3-3-0,"['월(17:00~18:15)', '이론', '6-103(무선랜제공)', '수(17:00~18:15)', '이론', '6-103(무선랜제공)']",박정민 (대표교수),Y,60 (30),53,
91,교양,인문대학,역사학부(한국사학전공),1학년,C20.105,001,남북분단과 한국전쟁,3-3-0,"['월(12:30~13:45)', '이론', '43-1-201(무선랜제공)', '수(12:30~13:45)', '이론', '43-1-201(무선랜제공)']",강수연 (대표교수),Y,60 (30),26,
92,교양,인문대학,역사학부(한국사학전공),1학년,C20.105,002,남북분단과 한국전쟁,3-3-0,"['화(12:30~13:45)', '이론', '7-106(무선랜제공)', '목(12:30~13:45)', '이론', '7-106(무선랜제공)']",박지현 (대표교수),Y,60 (30),29,
93,교양,인문대학,철학과,1학년,C20.106,001,논리학,3-3-0,"['월(09:30~10:45)', '이론', '6-103(무선랜제공)', '수(09:30~10:45)', '이론', '6-103(무선랜제공)']",이우람 (대표교수),Y,60 (30),40,
94,교양,인문대학,철학과,1학년,C20.106,002,논리학,3-3-0,"['월(17:00~18:15)', '이론', '8-301(무선랜제공)', '수(17:00~18:15)', '이론', '8-301(무선랜제공)']",권희진 (대표교수),Y,60 (30),45,
95,교양,인문대학,철학과,1학년,C20.106,003,논리학,3-3-0,"['월(11:00~12:15)', '이론', '6-103(무선랜제공)', '수(11:00~12:15)', '이론', '6-103(무선랜제공)']",오성 (대표교수),Y,60 (30),48,
96,교양,인문대학,철학과,1학년,C20.106,004,논리학,3-3-0,"['월(15:30~16:45)', '이론', '6-103(무선랜제공)', '수(15:30~16:45)', '이론', '6-103(무선랜제공)']",최동호 (대표교수),Y,60 (30),43,
97,교양,인문대학,철학과,1학년,C20.106,005,논리학,3-3-0,"['화(15:30~16:45)', '이론', '6-106(무선랜제공)', '목(15:30~16:45)', '이론', '6-106(무선랜제공)']",이덕균 (대표교수),Y,60 (30),48,
98,교양,인문대학,철학과,1학년,C20.107,001,도덕적 추론,3-3-0,"['화(15:30~16:45)', '이론', '7-106(무선랜제공)', '목(15:30~16:45)', '이론', '7-106(무선랜제공)']",이현우 (대표교수),Y,60 (30),57,
99,교양,인문대학,역사학부(동양사학전공),1학년,C20.108,001,동서문명의 만남과 실크로드,3-3-0,"['화(11:00~12:15)', '이론', '14-208(무선랜제공)', '목(11:00~12:15)', '이론', '14-208(무선랜제공)']",최소영 (대표교수),Y,60 (42),45,
100,교양,인문대학,역사학부(한국사학전공),1학년,C20.109,001,동아시아의 역사분쟁,3-3-0,"['화(12:30~13:45)', '이론', '43-1-401(무선랜제공)', '목(12:30~13:45)', '이론', '43-1-401(무선랜제공)']",박유정 (대표교수),Y,60 (42),53,*권장과목
101,교양,인문대학,역사학부(동양사학전공),1학년,C20.110,001,동아시아의 왕권,3-3-0,"['월(15:30~16:45)', '이론', '14-610', '수(15:30~16:45)', '이론', '14-610']",김지은 (대표교수),Y,60 (42),19,
102,교양,인문대학,미학과,1학년,C20.111,001,동양예술론입문,3-3-0,"['화(09:30~10:45)', '이론', '8-B101(무선랜제공)', '목(09:30~10:45)', '이론', '8-B101(무선랜제공)']",서진희 (대표교수),Y,60 (30),20,
103,교양,인문대학,미학과,1학년,C20.111,002,동양예술론입문,3-3-0,"['화(15:30~16:45)', '이론', '5-212(무선랜제공)', '목(15:30~16:45)', '이론', '5-212(무선랜제공)']",정혜린 (대표교수),Y,60 (30),13,
104,교양,인문대학,철학과,1학년,C20.113,001,동양철학의 이해,3-3-0,"['화(09:30~10:45)', '이론', '6-103(무선랜제공)', '목(09:30~10:45)', '이론', '6-103(무선랜제공)']",유용빈 (대표교수),Y,60 (42),31,*(권장과목)
105,교양,인문대학,철학과,1학년,C20.113,002,동양철학의 이해,3-3-0,"['월(15:30~16:45)', '이론', '8-301(무선랜제공)', '수(15:30~16:45)', '이론', '8-301(무선랜제공)']",정단비 (대표교수),Y,60 (42),48,ⓔ*(권장과목)
106,교양,인문대학,미학과,1학년,C20.115,001,미학과 예술론,3-3-0,"['화(11:00~12:15)', '이론', '7-210', '목(11:00~12:15)', '이론', '7-210']",김진엽 (대표교수),Y,60 (42),7,권장과목
107,교양,인문대학,미학과,1학년,C20.115,002,미학과 예술론,3-3-0,"['월(12:30~13:45)', '이론', '43-1-401(무선랜제공)', '수(12:30~13:45)', '이론', '43-1-401(무선랜제공)']",신현주 (대표교수),Y,60 (42),56,권장과목
108,교양,인문대학,미학과,1학년,C20.115,003,미학과 예술론,3-3-0,"['화(12:30~13:45)', '이론', '7-218(무선랜제공)', '목(12:30~13:45)', '이론', '7-218(무선랜제공)']",이종희 (대표교수),Y,60 (42),39,권장과목
109,교양,인문대학,철학과,1학년,C20.116,001,법과 가치,3-3-0,"['화(09:30~10:45)', '이론', '7-202(무선랜제공)', '목(09:30~10:45)', '이론', '7-202(무선랜제공)']",강태경 (대표교수),Y,60 (30),39,
