,교과구분,개설대학,개설학과,학년,교과목 번호,강좌번호,교과목명(부제명),학점-강의-실습,수업교시-수업형태-강의실(동-호),담당교수,강의계획서,정원,수강신청인원,비고
5425,전선,공과대학,화학생물공학부,0학년,458.702,001,무기 및 반도체특강(반도체 소자특론),3-3-0,"['화(09:30~12:20)', '이론', '302-808(무선랜제공)']",이용규 (대표교수),Y,20 (20),8,수강신청제한 타과생 수강금지. 학부 신청을 완료한 학생에 한해 행정실에서 일괄 수강신청
5426,전선,공과대학,화학생물공학부,0학년,458.703,001,정밀화학 및 고분자특강(고분자 소재의 기초와 응용),3-3-0,"['화(11:00~12:15)', '이론', '302-720(무선랜제공)', '목(11:00~12:15)', '이론', '302-720(무선랜제공)']",김정욱 (대표교수),Y,40 (40),56,"ⓔ장바구니 1~2일차+선착순 1+2일차 화학생물공학부, 선착순 3일차부터 전체학생"
5427,전선,공과대학,화학생물공학부,0학년,458.711,001,화학생물공학대학원세미나,1-1-0,"['화(17:00~17:50)', '이론', '302-105(무선랜제공)']",최장욱 (대표교수),Y,200 (200),203,"장바구니 1~2일차+선착순 1+2일차 화학생물공학부, 선착순 3일차부터 전체학생"
5428,논문,공과대학,화학생물공학부,0학년,458.803,001,대학원논문연구,3-3-0,"['', '', '']",김도희 (대표교수),,20 (20),10,
5429,논문,공과대학,화학생물공학부,0학년,458.803,002,대학원논문연구,3-3-0,"['', '', '']",김병수 (대표교수),,20 (20),17,
5430,논문,공과대학,화학생물공학부,0학년,458.803,003,대학원논문연구,3-3-0,"['', '', '']",김연상 (대표교수),Y,20 (20),12,
5431,논문,공과대학,화학생물공학부,0학년,458.803,004,대학원논문연구,3-3-0,"['', '', '']",김재정 (대표교수),,20 (20),2,
5432,논문,공과대학,화학생물공학부,0학년,458.803,005,대학원논문연구,3-3-0,"['', '', '']",김지현 (대표교수),,20 (20),8,
5433,논문,공과대학,화학생물공학부,0학년,458.803,006,대학원논문연구,3-3-0,"['', '', '']",백승렬 (대표교수),,20 (20),1,
5434,논문,공과대학,화학생물공학부,0학년,458.803,007,대학원논문연구,3-3-0,"['', '', '']",성영은 (대표교수),,20 (20),17,
5435,논문,공과대학,화학생물공학부,0학년,458.803,008,대학원논문연구,3-3-0,"['', '', '']",오준학 (대표교수),,20 (20),14,
5436,논문,공과대학,화학생물공학부,0학년,458.803,009,대학원논문연구,3-3-0,"['', '', '']",윤제용 (대표교수),,20 (20),3,
5437,논문,공과대학,화학생물공학부,0학년,458.803,010,대학원논문연구,3-3-0,"['', '', '']",이규태 (대표교수),,20 (20),14,
5438,논문,공과대학,화학생물공학부,0학년,458.803,011,대학원논문연구,3-3-0,"['', '', '']",이원보 (대표교수),,20 (20),15,
5439,논문,공과대학,화학생물공학부,0학년,458.803,012,대학원논문연구,3-3-0,"['', '', '']",이종민 (대표교수),,20 (20),14,
5440,논문,공과대학,화학생물공학부,0학년,458.803,013,대학원논문연구,3-3-0,"['', '', '']",이종찬 (대표교수),,20 (20),8,
5441,논문,공과대학,화학생물공학부,0학년,458.803,014,대학원논문연구,3-3-0,"['', '', '']",이창하 (대표교수),,20 (20),9,
5442,논문,공과대학,화학생물공학부,0학년,458.803,015,대학원논문연구,3-3-0,"['', '', '']",정유성 (대표교수),,20 (20),20,
5443,논문,공과대학,화학생물공학부,0학년,458.803,017,대학원논문연구,3-3-0,"['', '', '']",최장욱 (대표교수),,20 (20),18,
5444,논문,공과대학,화학생물공학부,0학년,458.803,018,대학원논문연구,3-3-0,"['', '', '']",한지숙 (대표교수),,20 (20),6,
5445,논문,공과대학,화학생물공학부,0학년,458.803,019,대학원논문연구,3-3-0,"['', '', '']",현택환 (대표교수),,20 (20),12,
5446,논문,공과대학,화학생물공학부,0학년,458.803,020,대학원논문연구,3-3-0,"['', '', '']",강종헌 (대표교수),,20 (20),7,
5447,논문,공과대학,화학생물공학부,0학년,458.803,021,대학원논문연구,3-3-0,"['', '', '']",김소연 (대표교수),,20 (20),3,
5448,논문,공과대학,화학생물공학부,0학년,458.803,022,대학원논문연구,3-3-0,"['', '', '']",김정욱 (대표교수),,20 (20),6,
5449,논문,공과대학,화학생물공학부,0학년,458.803,023,대학원논문연구,3-3-0,"['', '', '']",남재욱 (대표교수),,35 (35),23,
5450,논문,공과대학,화학생물공학부,0학년,458.803,024,대학원논문연구,3-3-0,"['', '', '']",서상우 (대표교수),,20 (20),8,
5451,논문,공과대학,화학생물공학부,0학년,458.803,025,대학원논문연구,3-3-0,"['', '', '']",유동원 (대표교수),,20 (20),4,
5452,논문,공과대학,화학생물공학부,0학년,458.803,026,대학원논문연구,3-3-0,"['', '', '']",정상택 (대표교수),,20 (20),4,
5453,논문,공과대학,화학생물공학부,0학년,458.803,027,대학원논문연구,3-3-0,"['', '', '']",류재윤 (대표교수),,20 (20),8,
5454,논문,공과대학,화학생물공학부,0학년,458.803,028,대학원논문연구,3-3-0,"['', '', '']",홍무선 (대표교수),,20 (20),8,
5455,논문,공과대학,화학생물공학부,0학년,458.803,029,대학원논문연구,3-3-0,"['', '', '']",윤태준 (대표교수),,20 (20),4,
5456,논문,공과대학,화학생물공학부,0학년,458.803,030,대학원논문연구,3-3-0,"['', '', '']",김준원 (대표교수),,20 (20),19,
5457,논문,공과대학,화학생물공학부,0학년,458.803,031,대학원논문연구,3-3-0,"['', '', '']",이건희 (대표교수),,20 (20),13,
5458,전선,공과대학,화학생물공학부,0학년,4582.608,001,전기화학에너지공학,3-3-0,"['월(11:00~12:15)', '이론', '302-509(무선랜제공)', '수(11:00~12:15)', '이론', '302-509(무선랜제공)']",성영은 (대표교수),Y,110 (110),108,"ⓔ장바구니 1~2일차+선착순 1+2일차 화학생물공학부, 선착순 3일차부터 전체학생"
5459,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.502,001,고급에너지경제학연구(에너지정책),3-3-0,"['화(08:00~09:15)', '이론', '38-418(무선랜제공)', '목(08:00~09:15)', '이론', '38-418(무선랜제공)']",오대균 (대표교수),Y,40 (40),6,강사 담당 예정
5460,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.503,001,탄성파탐사특강(이산화탄소 지중저장 모니터링),3-3-0,"['월(09:30~12:20)', '이론', '38-420(무선랜제공)']",민동주 (대표교수),Y,50 (50),18,
5461,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.503,002,탄성파탐사특강(탄성파 탐사 자료 속도 분석),3-3-0,"['목(17:00~19:50)', '이론', '38-316']",조용채 (대표교수),Y,40 (40),11,ⓔ
5462,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.504A,001,원자력시스템공학,3-3-0,"['월(11:00~12:15)', '이론', '36-106A(무선랜제공)', '수(11:00~12:15)', '이론', '36-106A(무선랜제공)']",조형규 (대표교수),Y,30 (30),26,
5463,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.525,001,에너지자원세미나(에너지자원분야 최신 기술동향 및 미래 발전방향 분석),1-1-0,"['금(11:00~11:50)', '이론', '38-428(무선랜제공)']",민기복 (대표교수),Y,40 (40),33,ⓔ®에너지자원공학전공 대학원생만 신청 가능
5464,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.562,001,핵융합플라즈마이론 1,3-3-0,"['화(11:00~12:15)', '이론', '36-106A(무선랜제공)', '목(11:00~12:15)', '이론', '36-106A(무선랜제공)']",박종규 (대표교수),Y,30 (30),16,ⓔ
5465,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.567,001,공정플라즈마특강(공정플라즈마소스),3-3-0,"['월(11:00~12:15)', '이론', '36-106(무선랜제공)', '수(11:00~12:15)', '이론', '36-106(무선랜제공)']",김곤호 (대표교수),Y,30 (30),12,
5466,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.570A,001,에너지시스템공학특강(고온가스원자로 및 수소생산시스템),3-3-0,"['금(09:30~10:45)', '이론', '36-105(무선랜제공)', '금(11:00~12:15)', '이론', '36-105(무선랜제공)']",김용완 (대표교수),Y,35 (35),35,
5467,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.573,001,몬테칼로 방사선 해석,3-3-0,"['월(14:00~15:15)', '이론', '36-208', '수(14:00~15:15)', '이론', '36-208']",김은희 (대표교수),Y,30 (30),6,
5468,전선,공과대학,에너지시스템공학부(에너지자원공학전공),,459.600,001,석유가스공학특강(에너지자원 데이터 사이언스),3-3-0,"['화(17:30~20:20)', '이론', '38-316']",정훈영 (대표교수),Y,40 (40),22,
5469,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.624,001,지구물리수치해석(포텐셜 이론),3-3-0,"['월(14:00~16:50)', '이론', '38-418(무선랜제공)']",송윤호 (대표교수),Y,40 (40),6,강사 담당 예정
5470,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.628,001,지반재해분석,3-3-0,"['목(09:30~12:20)', '이론', '38-418(무선랜제공)']",박형동 (대표교수),Y,20 (20),6,
5471,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.662,001,핵융합 및 플라즈마실험,3-0-6,"['화(15:00~16:50)', '이론', '31-301', '화(14:00~14:50)', '실습', '31-301', '목(14:00~16:50)', '이론', '31-301']",황용석 (대표교수),Y,20 (20),3,
5472,전선,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.664,001,가속기공학,3-3-0,"['화(09:30~10:45)', '이론', '36-106A(무선랜제공)', '목(09:30~10:45)', '이론', '36-106A(무선랜제공)']",정경재 (대표교수),Y,30 (30),19,
5473,전선,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.729,001,암반불연속면해석,3-3-0,"['월(14:00~15:15)', '이론', '36-210(무선랜제공)', '수(14:00~15:15)', '이론', '36-210(무선랜제공)']",송재준 (대표교수),Y,20 (20),4,ⓔ
5474,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,001,대학원논문연구,3-3-0,"['', '', '']",전석원 (대표교수),,20 (20),1,
5475,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,002,대학원논문연구,3-3-0,"['', '', '']",박형동 (대표교수),,20 (20),1,
5476,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,003,대학원논문연구,3-3-0,"['', '', '']",최종근 (대표교수),,20 (20),2,
5477,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,004,대학원논문연구,3-3-0,"['', '', '']",송재준 (대표교수),Y,20 (20),1,
5478,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,005,대학원논문연구,3-3-0,"['', '', '']",민기복 (대표교수),,20 (20),1,
5479,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,006,대학원논문연구,3-3-0,"['', '', '']",민동주 (대표교수),,20 (20),1,
5480,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,007,대학원논문연구,3-3-0,"['', '', '']",정은혜 (대표교수),,20 (20),3,
5481,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,008,대학원논문연구,3-3-0,"['', '', '']",정훈영 (대표교수),,20 (20),3,
5482,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,009,대학원논문연구,3-3-0,"['', '', '']",강진수 (대표교수),,20 (20),9,
5483,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,010,대학원논문연구,3-3-0,"['', '', '']",조용채 (대표교수),,20 (20),4,
5484,논문,공과대학,에너지시스템공학부(에너지자원공학전공),0학년,459.803,011,대학원논문연구,3-3-0,"['', '', '']",강정신 (대표교수),Y,20 (20),5,
5485,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,012,대학원논문연구,3-3-0,"['', '', '']",김곤호 (대표교수),,20 (20),2,
5486,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,013,대학원논문연구,3-3-0,"['', '', '']",김기현 (대표교수),Y,20 (20),2,ⓔ
5487,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,014,대학원논문연구,3-3-0,"['', '', '']",김은희 (대표교수),Y,20 (20),2,
5488,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,015,대학원논문연구,3-3-0,"['', '', '']",나용수 (대표교수),,20 (20),6,
5489,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,016,대학원논문연구,3-3-0,"['', '', '']",정경재 (대표교수),Y,20 (20),12,
5490,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,017,대학원논문연구,3-3-0,"['', '', '']",박종규 (대표교수),,20 (20),8,ⓔ
5491,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,018,대학원논문연구,3-3-0,"['', '', '']",Takuji Oda (대표교수),,20 (20),3,ⓔ
5492,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,019,대학원논문연구,3-3-0,"['', '', '']",심형진 (대표교수),Y,20 (20),5,
5493,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,020,대학원논문연구,3-3-0,"['', '', '']",최성열 (대표교수),,30 (30),22,ⓔ
5494,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,021,대학원논문연구,3-3-0,"['', '', '']",조형규 (대표교수),,30 (30),30,
5495,논문,공과대학,에너지시스템공학부(원자핵공학전공),0학년,459.803,022,대학원논문연구,3-3-0,"['', '', '']",황용석 (대표교수),,20 (20),5,
5496,전선,공과대학,협동과정 바이오엔지니어링전공,0학년,461.505,001,바이오엔지니어링 개론 2,3-3-0,"['월(17:00~18:15)', '이론', '302-719(무선랜제공)', '수(17:00~18:15)', '이론', '302-719(무선랜제공)']",김병수 (대표교수),Y,60 (60),33,
5497,전선,공과대학,협동과정 바이오엔지니어링전공,0학년,461.620,001,바이오엔지니어링세미나 1,1-1-0,"['화(11:00~11:50)', '이론', '302-719(무선랜제공)']",김병수 (대표교수),Y,90 (90),88,
5498,전선,공과대학,협동과정 바이오엔지니어링전공,0학년,461.629,001,생물전자기학,3-3-0,"['금(16:00~18:50)', '이론', ' ']",강홍기 (대표교수),Y,4 (4),7,
5499,전선,공과대학,협동과정 바이오엔지니어링전공,0학년,461.701,001,바이오엔지니어링 특강(양전자단층촬영),3-3-0,"['월(13:00~15:50)', '이론', ' ']",이재성 (대표교수),Y,999 (999),19,
5500,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.501,001,기술경영경제정책입문(한국경제론),3-3-0,"['화(09:00~11:50)', '이론', '37-310(무선랜제공)']",구윤모 (대표교수),Y,30 (30),28,ⓔ®TEMEP only
5501,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.502,001,기술경영경제정책방법론,3-3-0,"['월(14:00~16:50)', '이론', '37-310(무선랜제공)']",이정동 (대표교수),Y,40 (40),31,ⓔ®TEMEP only
5502,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.504,001,경영통계론,3-3-0,"['월(09:30~12:20)', '이론', '37-201-1(무선랜제공)']",구윤모 (대표교수),Y,50 (50),54,ⓔ®TEMEP only
5503,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.511,001,기술사업화론(이론과 전략),3-3-0,"['토(10:00~12:50)', '이론', '37-310(무선랜제공)']",김연배 (대표교수),Y,25 (25),13,ⓔⓒ
5504,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.512,001,기술혁신론,3-3-0,"['월(09:00~11:50)', '이론', '37-310(무선랜제공)']",이정동 (대표교수),Y,30 (30),17,
5505,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.517,001,산업기술세미나(에너지기술),3-3-0,"['화(14:00~16:50)', '이론', '37-314(무선랜제공)']",이응규 (대표교수),Y,20 (20),7,ⓔ®IEPP Only
5506,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.525,001,기술가치평가론,3-3-0,"['목(18:00~20:50)', '이론', '37-310(무선랜제공)']",조경선 (대표교수),Y,20 (20),16,ⓒ
5507,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.530A,001,에너지 산업 분석론(한국경제분석),3-3-0,"['금(09:30~12:20)', '이론', '37-314(무선랜제공)']",최미희 (대표교수),Y,20 (20),5,ⓔ®IEPP Only
5508,전선,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.555,001,인터넷기반 정보통신기술의 사회연결망,3-3-0,"['금(10:00~12:50)', '이론', '37-310(무선랜제공)']",이울림 (대표교수),Y,20 (20),19,ⓔ
5509,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,002,대학원논문연구,3-3-0,"['', '', '']",이정동 (대표교수),,10 (10),2,
5510,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,003,대학원논문연구,3-3-0,"['', '', '']",구윤모 (대표교수),,10 (10),5,
5511,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,004,대학원논문연구,3-3-0,"['', '', '']",김연배 (대표교수),Y,10 (10),5,
5512,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,005,대학원논문연구,3-3-0,"['', '', '']",이종수 (대표교수),,10 (10),2,
5513,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,007,대학원논문연구,3-3-0,"['', '', '']",황준석 (대표교수),,10 (10),4,
5514,논문,공과대학,협동과정 기술경영·경제·정책전공,0학년,463.803,008,대학원논문연구,3-3-0,"['', '', '']",이정혜 (대표교수),,10 (10),1,
5515,논문,공과대학,협동과정 기술경영·경제·정책전공,,463.803,009,대학원논문연구,3-3-0,"['', '', '']",Suh Eun Suk (대표교수),,10 (10),1,ⓔ
5516,논문,공과대학,협동과정 기술경영·경제·정책전공,,463.803,010,대학원논문연구,3-3-0,"['', '', '']",허은녕 (대표교수),,10 (10),2,ⓔ
5517,전필,공과대학,에너지자원공학과,3학년,465.311,001,암석역학 및 실험,3-2-2,"['월(14:00~15:50)', '이론', '38-316', '수(14:00~15:50)', '이론', '38-418(무선랜제공)']",전석원 (대표교수),Y,40 (40),29,
5518,전필,공과대학,에너지자원공학과,3학년,465.313,001,석유가스공학 및 실험,3-2-2,"['월(09:30~11:20)', '이론', '38-418(무선랜제공)', '수(09:30~11:20)', '이론', '38-418(무선랜제공)']",최종근 (대표교수),Y,40 (40),25,
5519,전선,공과대학,에너지자원공학과,3학년,465.319,001,신재생에너지,3-3-0,"['월(11:00~12:15)', '이론', '38-316', '수(11:00~12:15)', '이론', '38-316']",박형동 (대표교수),Y,20 (20),8,
5520,전선,공과대학,에너지자원공학과,2학년,465.320,001,지질공학,3-3-0,"['화(09:30~12:20)', '이론', '38-418(무선랜제공)']",박형동 (대표교수),Y,40 (40),17,
5521,전선,융합과학기술대학원,응용바이오공학과,0학년,491.503,001,나노소재화학,3-3-0,"['월(10:30~11:45)', '이론', ' ', '수(10:30~11:45)', '이론', ' ']",박원철 (대표교수),Y,25 (25),25,ⓔⓒ광교 D-122호
5522,전선,융합과학기술대학원,응용바이오공학과,0학년,491.614,001,나노융합기술: 에너지 및 환경,3-3-0,"['월(14:00~15:15)', '이론', ' ', '수(14:00~15:15)', '이론', ' ']",박원철 (대표교수),Y,25 (25),19,ⓔⓒ광교 D-122호
5523,전선,융합과학기술대학원,지능정보융합학과,0학년,493.601,001,융합로봇기술,3-3-0,"['월(15:30~16:45)', '이론', '18-212', '수(15:30~16:45)', '이론', '18-212']",박재흥 (대표교수),Y,30 (30),22,ⓔ
5524,전선,융합과학기술대학원,지능정보융합학과,0학년,493.613,001,지능형시스템수학,3-3-0,"['화(10:00~12:50)', '이론', '18-102']",곽노준 (대표교수),Y,30 (30),20,ⓒ
5525,전선,융합과학기술대학원,지능정보융합학과,,493.701,001,지능형융합시스템특강(디지털 SoC 설계),3-3-0,"['월(14:00~16:50)', '이론', '18-302']",전동석 (대표교수),Y,12 (12),13, 수강신청 전 담당교수와 협의 필수(지능정보융합학과 학생만 신청 가능)
5526,전선,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.618,001,면역계질환론,3-3-0,"['월(18:00~20:50)', '이론', ' ']",이은봉 (대표교수),Y,30 (30),27,ⓒ연건 6동 교육관 115호(하이브리드 수업)
5527,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,003,대학원논문연구,3-3-0,"['', '', '']",이은봉 (대표교수),,30 (30),2,ⓔ
5528,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,004,대학원논문연구,3-3-0,"['', '', '']",신영기 (대표교수),Y,35 (35),30,ⓔ
5529,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,005,대학원논문연구,3-3-0,"['', '', '']",박영주 (대표교수),,30 (30),7,ⓔ
5530,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,006,대학원논문연구,3-3-0,"['', '', '']",이윤상 (대표교수),,30 (30),3,ⓔ
5531,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,007,대학원논문연구,3-3-0,"['', '', '']",이주용 (대표교수),Y,30 (30),7,ⓔ
5532,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,008,대학원논문연구,3-3-0,"['', '', '']",Lee Hyeong Ki (대표교수),,30 (30),4,ⓔ
5533,논문,융합과학기술대학원,분자의학 및 바이오제약학과,0학년,494.803,009,대학원논문연구,3-3-0,"['', '', '']",임형준 (대표교수),,30 (30),12,ⓔ
5534,전필,융합과학기술대학원,수리정보과학과,1학년,496.501,001,수리암호,3-3-0,"['토(09:00~11:50)', '이론', ' ']",김명환 (대표교수),Y,20 (20),19,타과생불허
5535,전필,융합과학기술대학원,수리정보과학과,1학년,496.502,001,컴퓨터학,3-3-0,"['금(19:00~21:50)', '이론', ' ']",이광근 (대표교수),Y,30 (30),19,타과생불허
5536,전필,융합과학기술대학원,수리정보과학과,2학년,496.504,001,디지털 포렌식,3-3-0,"['토(09:00~11:50)', '이론', ' ']",이인수 (대표교수),Y,30 (30),13,타과생불허
5537,전선,농업생명과학대학,식물생산과학부(산업인력개발학전공),3학년,500.E302,001,농업생명과학 논리 및 논술,3-3-0,"['월(09:30~12:20)', '이론', '200-2116(무선랜제공)']",이종석 (대표교수),Y,30 (30),10,
5538,전필,농업생명과학대학,식물생산과학부(산업인력개발학전공),2학년,500.E304,001,농업교육학개론,3-3-0,"['화(09:30~12:20)', '이론', '200-2116(무선랜제공)']",정진철 (대표교수),Y,30 (30),25,
5539,전선,농업생명과학대학,,1학년,500.165,001,농경제사회학입문,2-2-0,"['금(14:00~15:50)', '이론', '200-1043(무선랜제공)']",권오상 (대표교수),Y,70 (70),60,
5540,전선,농업생명과학대학,,2학년,500.301A,001,통계학개론 및 실습,3-2-2,"['화(12:00~13:50)', '이론', '200-1020(무선랜제공)', '목(12:00~13:50)', '실습', '200-1007(무선랜제공)']",김희발 (대표교수),Y,50 (50),33,"ⓔ®1)수강신청 1~4일: 식품·동물생명공학부 동물생명공학전공, 바이오시스템·소재학부 바이오시스템공학전공(주전공,제2전공)만 수강 가능 2)수강신청 5~6일, 수강변경기간: 농생대 학부생(주전공, 제2전공), 대학원생만 수강 가능"
5541,전선,농업생명과학대학,,4학년,500.308,001,환경과농업,3-3-0,"['수(09:00~11:50)', '이론', '200-1039(무선랜제공)']",김형석 (대표교수),Y,40 (40),16,"ⓔ®3,4학년 수강대상"
5542,전선,농업생명과학대학,,3학년,500.402,001,분자생물학,3-3-0,"['금(09:30~12:20)', '이론', '200-1043(무선랜제공)']",송영훈 (대표교수),Y,50 (50),34,"®수강신청 1~6일, 수강변경기간: 농생대 학부생(주전공, 제2전공), 대학원생만 수강가능"
5543,전선,농업생명과학대학,,3학년,500.405,001,컴퓨터프로그래밍개론,3-2-2,"['금(09:00~12:50)', '이론', '28-101']",김태형 (대표교수),Y,80 (80),75,
5544,전선,농업생명과학대학,,1학년,500.524,001,북한농업,2-2-0,"['화(14:00~15:50)', '이론', '200-4213(무선랜제공)']",김유용 (대표교수),Y,40 (40),26,
5545,전선,농업생명과학대학,,0학년,500.526,001,후생유전학,3-3-0,"['화(13:00~15:50)', '이론', '75-205']",허진회 (대표교수),Y,40 (40),16,ⓒ
5546,전선,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.511,001,농학세미나 1,1-0-2,"['수(14:00~15:50)', '실습', '200-3110(무선랜제공)']",하정민 (대표교수),Y,20 (20),13,ⓔ®작물생명과학전공 학생만 수강가능
5547,전선,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.512,001,작물학세미나 1,1-0-2,"['수(16:00~17:50)', '실습', '200-3110(무선랜제공)']",김형석 (대표교수),Y,20 (20),4,ⓔ®작물생명과학전공학생만 수강가능
5548,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,001,대학원논문연구,3-3-0,"['', '', '']",백남천 (대표교수),Y,10 (10),6,
5549,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,002,대학원논문연구,3-3-0,"['', '', '']",서학수 (대표교수),Y,10 (10),3,
5550,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,003,대학원논문연구,3-3-0,"['', '', '']",양태진 (대표교수),Y,10 (10),9,
5551,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,004,대학원논문연구,3-3-0,"['', '', '']",김광수 (대표교수),Y,10 (10),3,
5552,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,005,대학원논문연구,3-3-0,"['', '', '']",김형석 (대표교수),Y,10 (10),7,ⓔ
5553,논문,농업생명과학대학,농림생물자원학부(작물생명과학전공),0학년,501.803,006,대학원논문연구,3-3-0,"['', '', '']",하정민 (대표교수),Y,10 (10),2,ⓔ
5554,전선,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.521A,001,원예생명공학세미나 1,1-0-2,"['목(15:00~16:50)', '실습', '200-3110(무선랜제공)']",노형민 (대표교수),Y,40 (40),10,
5555,전선,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.615,001,원예작물화학조절론,3-3-0,"['화(09:00~11:50)', '이론', '200-1012(무선랜제공)']",이은진 (대표교수),Y,30 (30),10,
5556,전선,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.618,001,개화생리학,3-3-0,"['목(09:00~11:50)', '이론', '200-3110(무선랜제공)']",이효범 (대표교수),Y,30 (30),23,ⓔ
5557,전선,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.621,001,무토재배론,3-3-0,"['화(15:00~17:50)', '이론', '200-3110(무선랜제공)']",전창후 (대표교수),Y,30 (30),9,
5558,전선,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.715A,001,원예생명공학세미나 3,1-0-2,"['목(17:00~18:50)', '실습', '200-3110(무선랜제공)']",노형민 (대표교수),Y,40 (40),10,
5559,논문,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.803,002,대학원논문연구,3-3-0,"['', '', '']",노형민 (대표교수),,10 (10),1,
5560,논문,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.803,003,대학원논문연구,3-3-0,"['', '', '']",안태인 (대표교수),Y,10 (10),3,
5561,논문,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.803,004,대학원논문연구,3-3-0,"['', '', '']",이은진 (대표교수),Y,10 (10),8,
5562,논문,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.803,005,대학원논문연구,3-3-0,"['', '', '']",이효범 (대표교수),Y,10 (10),4,
5563,논문,농업생명과학대학,농림생물자원학부(원예생명공학전공),0학년,502.803,006,대학원논문연구,3-3-0,"['', '', '']",전창후 (대표교수),Y,10 (10),5,
